parent_smiles,molecule_chembl_id,pref_name,canonical_smiles_examples,n_records,IC50_nM_median,IC50_nM_min,IC50_nM_max,pIC50_median,pIC50_min,pIC50_max,pIC50_std,pchembl_median,assay_type,assay_chembl_id,document_chembl_id,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,pIC50_range
N[C@H]1CN(c2cc(-c3cccc(F)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,CHEMBL237343,,N[C@H]1CN(c2cc(-c3cccc(F)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,2,32.5,14.0,51.0,7.573150894111913,7.292429823902063,7.853871964321762,0.39699954473465865,7.57,B,CHEMBL899730,CHEMBL1137469,388.37,3.63,4.0,1.0,55.04,3.0,0.0,0.5614421404196985
N[C@H]1CN(c2cc(-c3ccccc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,CHEMBL236705,,N[C@H]1CN(c2cc(-c3ccccc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,2,17.0,13.0,21.0,7.781918676479622,7.6777807052660805,7.886056647693163,0.14727333124820904,7.785,B,CHEMBL899730,CHEMBL1137469,370.38,3.49,4.0,1.0,55.04,3.0,0.0,0.20827594242708258
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735329,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,2,1.15,0.7,1.6,8.975390988664909,8.795880017344075,9.154901959985743,0.2538668502366912,8.975000000000001,B,CHEMBL3737789;CHEMBL5247172,CHEMBL3734760;CHEMBL5244277,424.47,1.67,7.0,1.0,90.45,4.0,0.0,0.3590219426416681
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736085,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,2,1.15,0.7,1.6,8.975390988664909,8.795880017344075,9.154901959985743,0.2538668502366912,8.975000000000001,B,CHEMBL3737789;CHEMBL5247172,CHEMBL3734760;CHEMBL5244277,452.53,2.45,7.0,1.0,90.45,4.0,0.0,0.3590219426416681
N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736190,,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,2,1.15,0.7,1.6,8.975390988664909,8.795880017344075,9.154901959985743,0.2538668502366912,8.975000000000001,B,CHEMBL3737789;CHEMBL5247172,CHEMBL3734760;CHEMBL5244277,424.47,1.67,7.0,1.0,90.45,4.0,0.0,0.3590219426416681
N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CCCC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3645492,,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CCCC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,2,1.65,0.7,2.6,8.869964306007462,8.585026652029182,9.154901959985743,0.4029626946868565,8.870000000000001,B,CHEMBL3705151;CHEMBL5247172,CHEMBL3639302;CHEMBL5244277,452.53,2.45,7.0,1.0,90.45,4.0,0.0,0.5698753079565613
N[C@H]1Cc2c(ccc3cc(Br)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3979508,,N[C@H]1Cc2c(ccc3cc(Br)ccc23)O[C@@H]1c1cc(F)c(F)cc1F,2,22.085,5.17,39.0,7.847722424939779,7.4089353929735005,8.286509456906057,0.6205385716001472,7.85,B,CHEMBL3862754;CHEMBL5734602,CHEMBL3861975;CHEMBL5727415,408.22,5.02,2.0,1.0,35.25,1.0,1.0,0.8775740639325562
N[C@H]1Cn2c(nc3cnc(C(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F,CHEMBL541438,,N[C@H]1Cn2c(nc3cnc(C(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,2,21.5,11.0,32.0,7.726728668260934,7.494850021680094,7.958607314841775,0.3279259268193423,7.73,B,CHEMBL1054090;CHEMBL1054112,CHEMBL1153045,386.3,3.53,4.0,1.0,56.73,1.0,0.0,0.4637572931616809
N[C@H]1Cn2c(nc3cnc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F,CHEMBL559477,,N[C@H]1Cn2c(nc3cnc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,2,17.5,12.0,23.0,7.779545458967391,7.638272163982407,7.920818753952375,0.1997906097688993,7.779999999999999,B,CHEMBL1054090;CHEMBL1054112,CHEMBL1153045,336.29,2.65,4.0,1.0,56.73,1.0,0.0,0.28254658996996795
N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,CHEMBL1194345;CHEMBL552068;CHEMBL562188,,Cl.N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F;N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F;N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,5,16.0,6.7,67.0,7.795880017344075,7.173925197299173,8.173925197299173,0.39103843189859394,7.8,B,CHEMBL1054090;CHEMBL1054112;CHEMBL3074800,CHEMBL1153045;CHEMBL3046539,318.3,2.52,4.0,1.0,56.73,1.0,0.0,1.0
N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F,CHEMBL562388,,N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,2,19.5,15.0,24.0,7.721848749616356,7.619788758288394,7.823908740944319,0.14433462391168503,7.720000000000001,B,CHEMBL1054090;CHEMBL1054112,CHEMBL1153045,318.3,2.52,4.0,1.0,56.73,1.0,0.0,0.20411998265592501
O=C(CNC12CC3CC(CC(O)(C3)C1)C2)N1CCC[C@H]1B(O)O,CHEMBL3686739,,O=C(CNC12CC3CC(CC(O)(C3)C1)C2)N1CCC[C@H]1B(O)O,2,57.0,42.0,72.0,7.259709106585415,7.142667503568731,7.376750709602099,0.1655218223480824,7.26,B,CHEMBL3706075,CHEMBL3638744,322.21,,,,,,,0.23408320603336819
O=C(CNCc1ccccc1)N1CCC[C@H]1B(O)O,CHEMBL3686741,,O=C(CNCc1ccccc1)N1CCC[C@H]1B(O)O,2,34504.75,9.5,69000.0,6.091713651986948,4.161150909262744,8.022276394711152,2.7302280137727695,6.09,B,CHEMBL3706075,CHEMBL3638744,262.12,,,,,,,3.861125485448408
O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,CHEMBL1182947,,O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,3,32000.0,15000.0,55000.0,4.494850021680094,4.259637310505756,4.823908740944319,0.28343338648054406,4.5,B,CHEMBL2155999;CHEMBL666617;CHEMBL901594,CHEMBL1132608;CHEMBL1138263;CHEMBL2150865,400.42,4.04,5.0,1.0,67.87,6.0,0.0,0.5642714304385628
O=C([C@@H]1CCCN1)N1CCC[C@H]1B(O)O,CHEMBL63895,,O=C([C@@H]1CCCN1)N1CCC[C@H]1B(O)O,4,660.0,1.1,23000.0,6.792513326014591,4.638272163982407,8.958607314841775,1.912765053493529,6.795,B,CHEMBL3706075;CHEMBL5737203;CHEMBL665783,CHEMBL1129318;CHEMBL3638744;CHEMBL5728672,212.06,,,,,,,4.320335150859368
O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1CCN(c2nc(-c3ccccc3)ns2)CC1,CHEMBL258101,,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1CCN(c2nc(-c3ccccc3)ns2)CC1,2,220.0,20.0,420.0,7.037860356969059,6.376750709602099,7.698970004336019,0.9349502295220489,7.04,B,CHEMBL932061;CHEMBL932062,CHEMBL1143182,440.57,1.45,7.0,1.0,81.67,4.0,0.0,1.3222192947339195
O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1CCN(c2nc(C(F)(F)F)ns2)CC1,CHEMBL270163,,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1CCN(c2nc(C(F)(F)F)ns2)CC1,2,50.0,23.0,77.0,7.375890719404962,7.113509274827518,7.638272163982407,0.3710633974364667,7.375,B,CHEMBL932061;CHEMBL932062,CHEMBL1143182,432.47,0.81,7.0,1.0,81.67,3.0,0.0,0.5247628891548892
O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1CCN(c2ncns2)CC1,CHEMBL403969,,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1CCN(c2ncns2)CC1,2,38.5,19.0,58.0,7.478909202742117,7.236572006437063,7.721246399047171,0.3427165496820785,7.48,B,CHEMBL932061;CHEMBL932062,CHEMBL1143182,364.48,-0.21,7.0,1.0,81.67,3.0,0.0,0.48467439261010803
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,CHEMBL50,QUERCETIN,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2,17825.0,2920.0,32730.0,5.009835571621789,4.485053994691996,5.534617148551582,0.7421532233776527,5.015000000000001,B,CHEMBL3224678;CHEMBL4232373,CHEMBL3217554;CHEMBL4229387,302.24,1.99,7.0,5.0,131.36,1.0,0.0,1.0495631538595855
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,CHEMBL150,KAEMPFEROL,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,2,3580.0,490.0,6670.0,5.742839043027469,5.175874166083451,6.309803919971486,0.8018094183634223,5.744999999999999,B,CHEMBL4232373;CHEMBL5363528,CHEMBL4229387;CHEMBL5360591,286.24,2.28,6.0,4.0,111.13,1.0,0.0,1.1339297538880349
OB(O)[C@@H]1CCCN1C(=S)CNC12CC3CC(CC(O)(C3)C1)C2,CHEMBL3686740,,OB(O)[C@@H]1CCCN1C(=S)CNC12CC3CC(CC(O)(C3)C1)C2,2,20080.0,160.0,40000.0,5.596910013008056,4.3979400086720375,6.795880017344075,1.6955996410105263,5.6,B,CHEMBL3706075,CHEMBL3638744,338.28,,,,,,,2.3979400086720375
OB(O)[C@@H]1CCCN1C(=S)CNCc1ccccc1,CHEMBL3686742,,OB(O)[C@@H]1CCCN1C(=S)CNCc1ccccc1,2,97.0,24.0,170.0,7.19466991845506,6.769551078621726,7.619788758288394,0.6012088289126163,7.195,B,CHEMBL3706075,CHEMBL3638744,278.19,,,,,,,0.8502376796666677
OB(O)[C@@H]1CCCN1C(=S)[C@@H]1CCCN1,CHEMBL3686751,,OB(O)[C@@H]1CCCN1C(=S)[C@@H]1CCCN1,2,3503.2,6.4,7000.0,6.674360993000928,5.154901959985743,8.193820026016112,2.1488395719603823,6.675,B,CHEMBL3706075,CHEMBL3638744,228.13,,,,,,,3.0389180660303694
