activity_id,molecule_chembl_id,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_organism,standard_type,standard_relation,relation,IC50_nM,standard_units,pchembl_value,data_validity_comment,potential_duplicate,standard_flag,document_chembl_id,src_id,pIC50,pref_name,canonical_smiles,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,has_multiple_fragments_raw,parent_smiles,has_multiple_fragments_parent
27811409,CHEMBL6013719,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,216.0,nM,6.67,,0,1,CHEMBL5727415,37,6.665546248849069,,NC1Cc2c(ccc3ccc(Br)cc23)OC1c1cc(F)c(F)cc1F,408.22,5.02,2.0,1.0,35.25,1.0,1.0,False,NC1Cc2c(ccc3ccc(Br)cc23)OC1c1cc(F)c(F)cc1F,False
27811412,CHEMBL5944167,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,9.17,nM,8.04,,0,1,CHEMBL5727415,37,8.03763066432998,,N#Cc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,354.33,4.13,3.0,1.0,59.04,1.0,0.0,False,N#Cc1ccc2c3c(ccc2c1)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,False
27811415,CHEMBL5857197,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,18.0,nM,7.75,,0,1,CHEMBL5727415,37,7.7447274948966935,,NC1Cc2c(ccc3cc(OC=O)ccc23)OC1c1cc(F)c(F)cc1F,373.33,3.8,4.0,1.0,61.55,3.0,0.0,False,NC1Cc2c(ccc3cc(OC=O)ccc23)OC1c1cc(F)c(F)cc1F,False
27811418,CHEMBL6033078,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,205.0,nM,6.69,,0,1,CHEMBL5727415,37,6.688246138944246,,N#Cc1ccc2ccc3c(c2c1)CC(N)C(c1cc(F)c(F)cc1F)O3,354.33,4.13,3.0,1.0,59.04,1.0,0.0,False,N#Cc1ccc2ccc3c(c2c1)CC(N)C(c1cc(F)c(F)cc1F)O3,False
27811421,CHEMBL5914704,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,4.0,nM,8.4,,0,1,CHEMBL5727415,37,8.397940008672037,,COc1cc2ccc3c(c2cc1OC)C[C@H](N)C(c1cc(F)c(F)cc1F)O3,389.37,4.28,4.0,1.0,53.71,3.0,0.0,False,COc1cc2ccc3c(c2cc1OC)C[C@H](N)C(c1cc(F)c(F)cc1F)O3,False
27811424,CHEMBL5750623,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,169.0,nM,6.77,,0,1,CHEMBL5727415,37,6.772113295386326,,CS(=O)(=O)c1ccc(-c2ccc3ccc4c(c3c2)CC(N)C(c2cc(F)c(F)cc2F)O4)cc1,483.51,5.33,4.0,1.0,69.39,3.0,1.0,False,CS(=O)(=O)c1ccc(-c2ccc3ccc4c(c3c2)CC(N)C(c2cc(F)c(F)cc2F)O4)cc1,False
27811427,CHEMBL5980526,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,74.0,nM,7.13,,0,1,CHEMBL5727415,37,7.130768280269024,,N[C@H]1Cc2c(ccc3ccc(-c4cccc(C[SH](=O)=O)c4)cc23)O[C@@H]1c1cc(F)c(F)cc1F,483.51,5.04,4.0,2.0,69.39,4.0,1.0,False,N[C@H]1Cc2c(ccc3ccc(-c4cccc(C[SH](=O)=O)c4)cc23)O[C@@H]1c1cc(F)c(F)cc1F,False
27811430,CHEMBL5829004,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,110.0,nM,6.96,,0,1,CHEMBL5727415,37,6.958607314841775,,NC1Cc2c(ccc3ccccc23)OC1c1cc(F)c(F)cc1F,329.32,4.26,2.0,1.0,35.25,1.0,0.0,False,NC1Cc2c(ccc3ccccc23)OC1c1cc(F)c(F)cc1F,False
27811433,CHEMBL1422,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,14.0,nM,7.85,,0,1,CHEMBL5727415,37,7.853871964321762,SITAGLIPTIN,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,407.32,2.02,5.0,1.0,77.04,4.0,0.0,False,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,False
27811436,CHEMBL2105762,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,2.0,nM,8.7,,0,1,CHEMBL5727415,37,8.698970004336019,OMARIGLIPTIN,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,398.44,1.14,7.0,1.0,90.45,3.0,0.0,False,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,False
27811439,CHEMBL5882105,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,11.0,nM,7.96,,0,1,CHEMBL5727415,37,7.958607314841775,,CS(=O)(=O)Nc1ccc2c3c(ccc2c1)OC(c1cc(F)c(F)cc1F)C(N)C3,422.43,3.63,4.0,2.0,81.42,3.0,0.0,False,CS(=O)(=O)Nc1ccc2c3c(ccc2c1)OC(c1cc(F)c(F)cc1F)C(N)C3,False
27811445,CHEMBL5749167,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,70.0,nM,7.16,,0,1,CHEMBL5727415,37,7.154901959985743,,NC1Cc2c(ccc3cc(N4CCOCC4)ccc23)OC1c1cc(F)c(F)cc1F,414.43,4.1,4.0,1.0,47.72,2.0,0.0,False,NC1Cc2c(ccc3cc(N4CCOCC4)ccc23)OC1c1cc(F)c(F)cc1F,False
27811448,CHEMBL3944427,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,2.0,nM,8.7,,0,1,CHEMBL5727415,37,8.698970004336019,,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,437.44,3.67,5.0,1.0,78.62,3.0,0.0,False,COc1cc2c3c(ccc2cc1S(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,False
27811451,CHEMBL3942843,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,30.0,nM,7.52,,0,1,CHEMBL5727415,37,7.522878745280337,,COc1cc2c3c(ccc2cc1NS(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,452.45,3.64,5.0,2.0,90.65,4.0,0.0,False,COc1cc2c3c(ccc2cc1NS(C)(=O)=O)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,False
27811454,CHEMBL4550812,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,2.0,nM,8.7,,0,1,CHEMBL5727415,37,8.698970004336019,,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,384.36,4.14,4.0,1.0,68.27,2.0,0.0,False,COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3,False
27811457,CHEMBL5958101,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,564.0,nM,6.25,,0,1,CHEMBL5727415,37,6.248720896016658,,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccccc1F)O3,323.37,3.99,3.0,1.0,44.48,2.0,0.0,False,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccccc1F)O3,False
27811460,CHEMBL5814595,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,800.0,nM,6.1,,0,1,CHEMBL5727415,37,6.096910013008056,,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccc(F)cc1)O3,323.37,3.99,3.0,1.0,44.48,2.0,0.0,False,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccc(F)cc1)O3,False
27811463,CHEMBL5786497,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,78.0,nM,7.11,,0,1,CHEMBL5727415,37,7.107905397309519,,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccc(F)cc1F)O3,341.36,4.13,3.0,1.0,44.48,2.0,0.0,False,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccc(F)cc1F)O3,False
27811466,CHEMBL5976169,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,33.0,nM,7.48,,0,1,CHEMBL5727415,37,7.481486060122112,,COc1ccc2ccc3c(c2c1)CC(N)C(c1cc(F)ccc1F)O3,341.36,4.13,3.0,1.0,44.48,2.0,0.0,False,COc1ccc2ccc3c(c2c1)CC(N)C(c1cc(F)ccc1F)O3,False
27811469,CHEMBL5916381,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,338.0,nM,6.47,,0,1,CHEMBL5727415,37,6.471083299722345,,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccccc1Cl)O3,339.82,4.51,3.0,1.0,44.48,2.0,0.0,False,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccccc1Cl)O3,False
27811472,CHEMBL5902002,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,678.0,nM,6.17,,0,1,CHEMBL5727415,37,6.168770306132936,,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccc(Cl)cc1Cl)O3,374.27,5.16,3.0,1.0,44.48,2.0,1.0,False,COc1ccc2ccc3c(c2c1)CC(N)C(c1ccc(Cl)cc1Cl)O3,False
27811475,CHEMBL5826806,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,56.0,nM,7.25,,0,1,CHEMBL5727415,37,7.251811972993799,,COc1cc2ccc3c(c2cc1OC)CC(N)C(c1ccc(F)cc1F)O3,371.38,4.14,4.0,1.0,53.71,3.0,0.0,False,COc1cc2ccc3c(c2cc1OC)CC(N)C(c1ccc(F)cc1F)O3,False
27811478,CHEMBL5964811,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,254.0,nM,6.59,,0,1,CHEMBL5727415,37,6.5951662833800615,,COc1cc2ccc3c(c2cc1OC)CC(N)C(c1ccccc1)O3,335.4,3.86,4.0,1.0,53.71,3.0,0.0,False,COc1cc2ccc3c(c2cc1OC)CC(N)C(c1ccccc1)O3,False
27811481,CHEMBL6057630,CHEMBL5734602,"Inhibition Activity Assay: Screening Method:Name of method: Activity Evaluation of DPP4, Fluorescence.Instrument: Microplate reader, Envision (PerkinElmer, USA).Material: human DPP4, which was, in this experiment, obtained by using baculovirus expression system in insect cells. Substrate was Gly-Pro-AMC.Process:DPP4 can specifically hydrolyze the substrate, Gly-Pro-AMC to produce a product, AMC, which, excited by UV light at 355 nm, can produce emission light at 460 nm. Linear change of fluorescence values were dynamically measured at 460 nm wavelengths per unit time, thereby calculating DPP4 activity. MERK-0431 was used as a control compound in the experiment.",B,CHEMBL284,Homo sapiens,IC50,=,=,55.0,nM,7.26,,0,1,CHEMBL5727415,37,7.259637310505756,,COc1cc2ccc3c(c2cc1OC)CC(N)C(c1ccc(Cl)cc1Cl)O3,404.29,5.17,4.0,1.0,53.71,3.0,1.0,False,COc1cc2ccc3c(c2cc1OC)CC(N)C(c1ccc(Cl)cc1Cl)O3,False
28152422,CHEMBL5888255,CHEMBL5735925,"Enzymatic Activity Assay of DPP-4: Human DPP-4 ((39-766)-His) and mouse DPP-4 ((29-760)-His) are purified by gel chromatography for use in the assay. The final concentration of hDPP-4 and mDPP-4 in the assay is 0.04 nM and 0.22 nM respectively.Inhibition of the catalytic activity of human and mouse DPP-4 by the compound in the present invention is monitored by the formation of product fluorescence AMC from substrate Gly-Pro-AMC (Sigma, G2761) on an Envision plate reader. The reaction is typically conducted by incubating the enzyme, test compound, and substrate (10 μM) in an assay buffer (75 μl) (0.01% BSA, 0.1 mM EDTA, 50 μM Tris-HCl, 0.01% Triton-X100, 0.1 M NaCl at pH 7.5) for 30 minutes. After the reaction is stopped by the addition of ZnSO4 (25 μl, 10 mM), the formation of fluorescent product AMC is measured on an Envision plate reader with the excitation wavelength at 355 nm and emission wavelength at 460 nm. The IC50 value is calculated typically from a 10-point dose titration curve using the 4-parameter logistic equation.",B,CHEMBL284,Homo sapiens,IC50,=,=,2.98,nM,8.53,,0,1,CHEMBL5728051,37,8.525783735923746,,N[C@H]1C[C@@H](N2Cc3ccc(N4CCC(O)(C(=O)NCc5cc(F)cc(F)c5F)C4=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,616.59,3.34,6.0,3.0,108.13,6.0,1.0,False,N[C@H]1C[C@@H](N2Cc3ccc(N4CCC(O)(C(=O)NCc5cc(F)cc(F)c5F)C4=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,False
28152434,CHEMBL6000557,CHEMBL5735925,"Enzymatic Activity Assay of DPP-4: Human DPP-4 ((39-766)-His) and mouse DPP-4 ((29-760)-His) are purified by gel chromatography for use in the assay. The final concentration of hDPP-4 and mDPP-4 in the assay is 0.04 nM and 0.22 nM respectively.Inhibition of the catalytic activity of human and mouse DPP-4 by the compound in the present invention is monitored by the formation of product fluorescence AMC from substrate Gly-Pro-AMC (Sigma, G2761) on an Envision plate reader. The reaction is typically conducted by incubating the enzyme, test compound, and substrate (10 μM) in an assay buffer (75 μl) (0.01% BSA, 0.1 mM EDTA, 50 μM Tris-HCl, 0.01% Triton-X100, 0.1 M NaCl at pH 7.5) for 30 minutes. After the reaction is stopped by the addition of ZnSO4 (25 μl, 10 mM), the formation of fluorescent product AMC is measured on an Envision plate reader with the excitation wavelength at 355 nm and emission wavelength at 460 nm. The IC50 value is calculated typically from a 10-point dose titration curve using the 4-parameter logistic equation.",B,CHEMBL284,Homo sapiens,IC50,=,=,3.67,nM,8.44,,0,1,CHEMBL5728051,37,8.435333935747911,,N[C@H]1C[C@@H](N2Cc3ccc(N4CCC(O)(C(=O)NCc5cccc(F)c5F)C4=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,598.6,3.2,6.0,3.0,108.13,6.0,1.0,False,N[C@H]1C[C@@H](N2Cc3ccc(N4CCC(O)(C(=O)NCc5cccc(F)c5F)C4=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,False
