parent_smiles,molecule_chembl_id,pref_name,canonical_smiles_examples,n_records,IC50_nM_median,IC50_nM_min,IC50_nM_max,pIC50_median,pIC50_min,pIC50_max,pIC50_std,pchembl_median,assay_type,assay_chembl_id,document_chembl_id,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,pIC50_range,activity_class
C[C@@H](c1ccc(-c2cc(F)cc(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL191812,,C[C@@H](c1ccc(-c2cc(F)cc(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,240.0,240.0,240.0,6.619788758288394,6.619788758288394,6.619788758288394,0.0,6.62,B,CHEMBL827816,CHEMBL1139555,362.39,3.63,2.0,1.0,46.33,4.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2cc(F)ccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL278729,,C[C@@H](c1ccc(-c2cc(F)ccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,150.0,150.0,150.0,6.823908740944319,6.823908740944319,6.823908740944319,0.0,6.82,B,CHEMBL827816,CHEMBL1139555,362.39,3.63,2.0,1.0,46.33,4.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccc(=O)n(-c3ccc(F)cc3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL206172,,C[C@@H](c1ccc(-c2ccc(=O)n(-c3ccc(F)cc3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,229.0,229.0,229.0,6.6401645176601125,6.6401645176601125,6.6401645176601125,0.0,6.64,B,CHEMBL867703,CHEMBL1138985,437.49,3.64,4.0,1.0,68.33,5.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC(F)C1,CHEMBL378597,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC(F)C1.O=C(O)C(F)(F)F,1,31.0,31.0,31.0,7.508638306165727,7.508638306165727,7.508638306165727,0.0,7.51,B,CHEMBL867703,CHEMBL1138985,343.4,1.66,4.0,1.0,68.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1,CHEMBL206501,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F,1,26.0,26.0,26.0,7.585026652029182,7.585026652029182,7.585026652029182,0.0,7.58,B,CHEMBL867703,CHEMBL1138985,375.42,2.35,4.0,1.0,68.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)CC1,CHEMBL202634,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)CC1.O=C(O)C(F)(F)F,1,1100.0,1100.0,1100.0,5.958607314841775,5.958607314841775,5.958607314841775,0.0,5.96,B,CHEMBL867703,CHEMBL1138985,371.46,2.44,4.0,1.0,68.33,4.0,0.0,0.0,Low
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCCC1,CHEMBL203379,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,1,48.0,48.0,48.0,7.318758762624412,7.318758762624412,7.318758762624412,0.0,7.32,B,CHEMBL867703,CHEMBL1138985,339.44,2.11,4.0,1.0,68.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCSC1,CHEMBL377724,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCSC1.O=C(O)C(F)(F)F,1,26.0,26.0,26.0,7.585026652029182,7.585026652029182,7.585026652029182,0.0,7.58,B,CHEMBL867703,CHEMBL1138985,357.48,2.02,5.0,1.0,68.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL206383,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,34.0,34.0,34.0,7.468521082957745,7.468521082957745,7.468521082957745,0.0,7.47,B,CHEMBL867703,CHEMBL1138985,357.43,2.05,4.0,1.0,68.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(=O)n(C)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL205872,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,29.0,29.0,29.0,7.537602002101044,7.537602002101044,7.537602002101044,0.0,7.54,B,CHEMBL867703,CHEMBL1138985,375.42,2.19,4.0,1.0,68.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(=O)n(CC3CC3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL383323,,C[C@@H](c1ccc(-c2ccc(=O)n(CC3CC3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,117.0,117.0,117.0,6.931814138253838,6.931814138253838,6.931814138253838,0.0,6.93,B,CHEMBL867703,CHEMBL1138985,397.49,2.93,4.0,1.0,68.33,6.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccc(C(=O)O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL191906,,C[C@@H](c1ccc(-c2ccc(C(=O)O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,370.0,370.0,370.0,6.431798275933005,6.431798275933005,6.431798275933005,0.0,6.43,B,CHEMBL827816,CHEMBL1139555,370.42,3.05,3.0,2.0,83.63,5.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL192980,,C[C@@H](c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,510.0,510.0,510.0,6.292429823902063,6.292429823902063,6.292429823902063,0.0,6.29,B,CHEMBL827816,CHEMBL1139555,394.41,4.37,2.0,1.0,46.33,4.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccc(F)c(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL195173,,C[C@@H](c1ccc(-c2ccc(F)c(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,60.0,60.0,60.0,7.221848749616356,7.221848749616356,7.221848749616356,0.0,7.22,B,CHEMBL827816,CHEMBL1139555,362.39,3.63,2.0,1.0,46.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL189881;CHEMBL237336,,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1;C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,2,64.0,64.0,64.0,7.1938200260161125,7.1938200260161125,7.1938200260161125,0.0,7.19,B,CHEMBL827816;CHEMBL898850,CHEMBL1137497;CHEMBL1139555,344.41,3.49,2.0,1.0,46.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL363584,,C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,37.0,37.0,37.0,7.431798275933005,7.431798275933005,7.431798275933005,0.0,7.43,B,CHEMBL827816,CHEMBL1139555,362.39,3.63,2.0,1.0,46.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL193887,,C[C@@H](c1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,710.0,710.0,710.0,6.1487416512809245,6.1487416512809245,6.1487416512809245,0.0,6.15,B,CHEMBL827816,CHEMBL1139555,419.52,2.73,4.0,2.0,92.5,6.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccc(O)nc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL381145,,C[C@@H](c1ccc(-c2ccc(O)nc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,25.0,25.0,25.0,7.6020599913279625,7.6020599913279625,7.6020599913279625,0.0,7.6,B,CHEMBL867703,CHEMBL1138985,343.4,2.46,4.0,2.0,79.45,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL194437,,C[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,420.0,420.0,420.0,6.376750709602099,6.376750709602099,6.376750709602099,0.0,6.38,B,CHEMBL827816,CHEMBL1139555,404.51,2.76,4.0,1.0,80.47,5.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2cccc(-c3c[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL364057,,C[C@@H](c1ccc(-c2cccc(-c3c[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,110.0,110.0,110.0,6.958607314841775,6.958607314841775,6.958607314841775,0.0,6.96,B,CHEMBL827816,CHEMBL1139555,408.48,3.45,4.0,3.0,95.24,5.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2cccc(-c3n[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL195905,,C[C@@H](c1ccc(-c2cccc(-c3n[nH]c(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,95.0,95.0,95.0,7.022276394711152,7.022276394711152,7.022276394711152,0.0,7.02,B,CHEMBL827816,CHEMBL1139555,409.46,2.85,5.0,3.0,108.13,5.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cccc(-c3nc[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL190979,,C[C@@H](c1ccc(-c2cccc(-c3nc[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,98.0,98.0,98.0,7.008773924307505,7.008773924307505,7.008773924307505,0.0,7.01,B,CHEMBL827816,CHEMBL1139555,393.47,3.14,4.0,2.0,87.9,5.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL195378,,C[C@@H](c1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,6.0,6.0,6.0,8.221848749616356,8.221848749616356,8.221848749616356,0.0,8.22,B,CHEMBL827816,CHEMBL1139555,394.45,2.53,5.0,2.0,100.79,5.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cccc(-c3nnco3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL195667,,C[C@@H](c1ccc(-c2cccc(-c3nnco3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,69.0,69.0,69.0,7.161150909262744,7.161150909262744,7.161150909262744,0.0,7.16,B,CHEMBL827816,CHEMBL1139555,394.45,3.4,5.0,1.0,85.25,5.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cccc(-c3noc(C4CC4)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL370033,,C[C@@H](c1ccc(-c2cccc(-c3noc(C4CC4)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,140.0,140.0,140.0,6.853871964321762,6.853871964321762,6.853871964321762,0.0,6.85,B,CHEMBL827816,CHEMBL1139555,434.51,4.28,5.0,1.0,85.25,6.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2cccc(-c3noc(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL370072,,C[C@@H](c1ccc(-c2cccc(-c3noc(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,3.0,3.0,3.0,8.522878745280337,8.522878745280337,8.522878745280337,0.0,8.52,B,CHEMBL827816,CHEMBL1139555,410.45,3.11,6.0,2.0,105.48,5.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cccc(-n3cnnn3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL195739,,C[C@@H](c1ccc(-c2cccc(-n3cnnn3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,140.0,140.0,140.0,6.853871964321762,6.853871964321762,6.853871964321762,0.0,6.85,B,CHEMBL827816,CHEMBL1139555,394.45,2.33,6.0,1.0,89.93,5.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2cccc(C(=O)O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL195755,,C[C@@H](c1ccc(-c2cccc(C(=O)O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,56.0,56.0,56.0,7.251811972993799,7.251811972993799,7.251811972993799,0.0,7.25,B,CHEMBL827816,CHEMBL1139555,370.42,3.05,3.0,2.0,83.63,5.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cccc(C(N)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL192421;CHEMBL452290,,C[C@@H](c1ccc(-c2cccc(C(N)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1;C[C@@H](c1ccc(-c2cccc(C(N)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,2,100.0,100.0,100.0,7.0,7.0,7.0,0.0,7.0,B,CHEMBL827816;CHEMBL965322,CHEMBL1139555;CHEMBL1157442,369.44,2.45,3.0,2.0,89.42,5.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cccc(NS(=O)(=O)C(F)(F)F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL192117,,C[C@@H](c1ccc(-c2cccc(NS(=O)(=O)C(F)(F)F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,27.0,27.0,27.0,7.568636235841012,7.568636235841012,7.568636235841012,0.0,7.57,B,CHEMBL827816,CHEMBL1139555,473.49,3.62,4.0,2.0,92.5,6.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL263326,,C[C@@H](c1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,150.0,150.0,150.0,6.823908740944319,6.823908740944319,6.823908740944319,0.0,6.82,B,CHEMBL827816,CHEMBL1139555,419.52,2.73,4.0,2.0,92.5,6.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL365780,,C[C@@H](c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,110.0,110.0,110.0,6.958607314841775,6.958607314841775,6.958607314841775,0.0,6.96,B,CHEMBL827816,CHEMBL1139555,404.51,2.76,4.0,1.0,80.47,5.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL366031,,C[C@@H](c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,140.0,140.0,140.0,6.853871964321762,6.853871964321762,6.853871964321762,0.0,6.85,B,CHEMBL827816,CHEMBL1139555,405.5,2.0,4.0,2.0,106.49,5.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccccc2)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL365996,,C[C@@H](c1ccc(-c2ccccc2)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,2000.0,2000.0,2000.0,5.698970004336019,5.698970004336019,5.698970004336019,0.0,5.7,B,CHEMBL827816,CHEMBL1139555,344.41,3.49,2.0,1.0,46.33,4.0,0.0,0.0,Low
C[C@@H](c1ccc(-c2ccccc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL191933,,C[C@@H](c1ccc(-c2ccccc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,120.0,120.0,120.0,6.920818753952375,6.920818753952375,6.920818753952375,0.0,6.92,B,CHEMBL827816,CHEMBL1139555,326.42,3.35,2.0,1.0,46.33,4.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccccc2C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL425375,,C[C@@H](c1ccc(-c2ccccc2C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,130.0,130.0,130.0,6.886056647693163,6.886056647693163,6.886056647693163,0.0,6.89,B,CHEMBL827816,CHEMBL1139555,394.41,4.37,2.0,1.0,46.33,4.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccccc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL191769,,C[C@@H](c1ccc(-c2ccccc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,86.0,86.0,86.0,7.0655015487564325,7.0655015487564325,7.0655015487564325,0.0,7.07,B,CHEMBL827816,CHEMBL1139555,360.86,4.01,2.0,1.0,46.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL370240,,C[C@@H](c1ccc(-c2ccccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,100.0,100.0,100.0,7.0,7.0,7.0,0.0,7.0,B,CHEMBL827816,CHEMBL1139555,344.41,3.49,2.0,1.0,46.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2ccccn2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL191858,,C[C@@H](c1ccc(-c2ccccn2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,240.0,240.0,240.0,6.619788758288394,6.619788758288394,6.619788758288394,0.0,6.62,B,CHEMBL827816,CHEMBL1139555,327.4,2.75,3.0,1.0,59.22,4.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2cccnc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL195205,,C[C@@H](c1ccc(-c2cccnc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,110.0,110.0,110.0,6.958607314841775,6.958607314841775,6.958607314841775,0.0,6.96,B,CHEMBL827816,CHEMBL1139555,327.4,2.75,3.0,1.0,59.22,4.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccncc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL371846;CHEMBL442673,,C[C@@H](c1ccc(-c2ccncc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1;C[C@@H](c1ccc(-c2ccncc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,2,110.0,110.0,110.0,6.958607314841775,6.958607314841775,6.958607314841775,0.0,6.96,B,CHEMBL827816;CHEMBL965322,CHEMBL1139555;CHEMBL1157442,327.4,2.75,3.0,1.0,59.22,4.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2ccncc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL512895,,C[C@@H](c1ccc(-c2ccncc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,1,71.0,71.0,71.0,7.1487416512809245,7.1487416512809245,7.1487416512809245,0.0,7.15,B,CHEMBL965322,CHEMBL1157442,361.85,3.4,3.0,1.0,59.22,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cn(C)c(=O)c(Cl)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL203267,,C[C@@H](c1ccc(-c2cn(C)c(=O)c(Cl)c2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,37.0,37.0,37.0,7.431798275933005,7.431798275933005,7.431798275933005,0.0,7.43,B,CHEMBL867703,CHEMBL1138985,409.86,2.85,4.0,1.0,68.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cn(C)c(=O)cc2CO)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL203169,,C[C@@H](c1ccc(-c2cn(C)c(=O)cc2CO)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,38.0,38.0,38.0,7.42021640338319,7.42021640338319,7.42021640338319,0.0,7.42,B,CHEMBL867703,CHEMBL1138985,387.46,1.55,5.0,2.0,88.56,5.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cn(C)c(=O)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL424687,,C[C@@H](c1ccc(-c2cn(C)c(=O)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,61.0,61.0,61.0,7.214670164989233,7.214670164989233,7.214670164989233,0.0,7.21,B,CHEMBL867703,CHEMBL1138985,375.42,2.19,4.0,1.0,68.33,4.0,0.0,0.0,High
C[C@@H](c1ccc(-c2cncnc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL192449,,C[C@@H](c1ccc(-c2cncnc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,580.0,580.0,580.0,6.236572006437063,6.236572006437063,6.236572006437063,0.0,6.24,B,CHEMBL827816,CHEMBL1139555,328.39,2.14,4.0,1.0,72.11,4.0,0.0,0.0,Moderate
C[C@@H](c1ccc(-c2nccs2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL192396,,C[C@@H](c1ccc(-c2nccs2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,1500.0,1500.0,1500.0,5.823908740944319,5.823908740944319,5.823908740944319,0.0,5.82,B,CHEMBL827816,CHEMBL1139555,333.43,2.81,4.0,1.0,59.22,4.0,0.0,0.0,Low
C[C@@H](c1ccc(Br)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL191354;CHEMBL472124,,C[C@@H](c1ccc(Br)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1;C[C@@H](c1ccc(Br)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,2,247.5,245.0,250.0,6.606446953481715,6.6020599913279625,6.610833915635467,0.006204101375454197,6.605,B,CHEMBL827816;CHEMBL965322,CHEMBL1139555;CHEMBL1157442,329.21,2.45,2.0,1.0,46.33,3.0,0.0,0.008773924307504899,Moderate
C[C@@H](c1ccc(C(=O)[n+]2ccc[nH]2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL552788,,C[C@@H](c1ccc(C(=O)[n+]2ccc[nH]2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C([O-])C(F)(F)F,1,1700.0,1700.0,1700.0,5.769551078621726,5.769551078621726,5.769551078621726,0.0,5.77,B,CHEMBL827816,CHEMBL1139555,345.4,0.99,3.0,2.0,83.07,4.0,0.0,0.0,Low
C[C@@H](c1ccc(C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL194489,,C[C@@H](c1ccc(C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,600.0,600.0,600.0,6.221848749616356,6.221848749616356,6.221848749616356,0.0,6.22,B,CHEMBL827816,CHEMBL1139555,318.31,2.71,2.0,1.0,46.33,3.0,0.0,0.0,Moderate
C[C@@H](c1ccc(Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL190454,,C[C@@H](c1ccc(Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,170.0,170.0,170.0,6.769551078621726,6.769551078621726,6.769551078621726,0.0,6.77,B,CHEMBL827816,CHEMBL1139555,284.76,2.34,2.0,1.0,46.33,3.0,0.0,0.0,Moderate
C[C@@H](c1ccc(Cl)cc1F)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL370734,,C[C@@H](c1ccc(Cl)cc1F)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,480.0,480.0,480.0,6.318758762624412,6.318758762624412,6.318758762624412,0.0,6.32,B,CHEMBL827816,CHEMBL1139555,302.75,2.48,2.0,1.0,46.33,3.0,0.0,0.0,Moderate
C[C@@H](c1ccc(F)c(Cl)c1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL364093,,C[C@@H](c1ccc(F)c(Cl)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,2800.0,2800.0,2800.0,5.552841968657781,5.552841968657781,5.552841968657781,0.0,5.55,B,CHEMBL827816,CHEMBL1139555,302.75,2.48,2.0,1.0,46.33,3.0,0.0,0.0,Low
C[C@@H](c1ccc(F)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL366173,,C[C@@H](c1ccc(F)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,1100.0,1100.0,1100.0,5.958607314841775,5.958607314841775,5.958607314841775,0.0,5.96,B,CHEMBL827816,CHEMBL1139555,286.3,1.97,2.0,1.0,46.33,3.0,0.0,0.0,Low
C[C@@H](c1ccc(F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,CHEMBL365575,,C[C@@H](c1ccc(F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,1,280.0,280.0,280.0,6.552841968657781,6.552841968657781,6.552841968657781,0.0,6.55,B,CHEMBL827816,CHEMBL1139555,268.31,1.83,2.0,1.0,46.33,3.0,0.0,0.0,Moderate
